"Дата";"Регион";"Регион население";"Заражений";"Выздоровлений";"Смертей";"Смертей за день";"Заражений за день";"Выздоровлений за день"
27.08.2020;Московская обл.;7503385;67599;51035;1174;0;148;146
05.06.2020;Москва;12506468;191069;97358;2806;57;1855;2643
25.04.2021;Магаданская обл.;144091;8317;8155;99;0;2;1
12.07.2020;Архангельская обл.;1111031;6988;4536;104;8;115;239
12.05.2020;Марий Эл;682333;964;648;6;1;36;25
30.05.2020;Ямало-Ненецкий АО;538547;2310;953;9;0;30;55
14.04.2021;Брянская обл.;1210982;36878;36004;295;1;86;57
19.07.2020;Амурская обл.;798424;2393;1456;33;2;39;29
28.04.2020;Дагестан;3063885;1147;76;11;0;153;28
29.05.2020;Адыгея;453376;794;332;9;0;11;10
12.09.2020;Калужская обл.;1012156;8396;7220;71;0;35;38
11.04.2020;Бурятия;984511;61;14;1;0;1;2
25.09.2020;Хакасия;537513;4179;3555;48;0;38;5
16.05.2020;Чукотский АО;49348;47;19;0;0;5;3
13.12.2020;Санкт-Петербург;5351935;174486;98708;6324;67;3768;2151
05.03.2021;Оренбургская обл.;1977720;37979;35203;629;6;76;52
18.01.2021;Красноярский край;2876497;52272;48025;2010;25;321;325
26.01.2021;Нижегородская обл.;3234752;82086;74381;2046;12;461;476
28.03.2021;Тыва;321722;15758;14885;197;0;1;14
16.12.2020;Мордовия;805056;12172;9935;78;2;89;80
27.12.2020;Свердловская обл.;4325256;56977;49303;1441;17;409;411
15.12.2020;Камчатский край;315557;8850;7799;82;0;82;76
22.02.2021;Алтай;218063;16104;15692;146;0;14;23
21.10.2020;Карачаево-Черкессия;466305;8740;5186;30;0;82;25
10.04.2021;Вологодская обл.;1176689;43545;40574;932;3;77;73
29.09.2020;Ингушетия;488043;5626;4700;83;0;51;19
25.12.2020;Северная Осетия;701765;11485;10189;91;0;89;71
15.12.2020;Удмуртия;1513044;16242;12868;342;4;206;185
22.06.2020;Крым;1913731;608;403;7;0;13;0
10.02.2021;Саратовская обл.;2462950;45600;40371;586;4;244;272
19.04.2021;Чечня;1436981;11875;11575;118;0;11;3
01.08.2020;Карелия;622484;2312;1430;12;0;37;40
23.02.2021;Коми;840873;39032;37835;745;3;80;101
11.08.2020;Калининградская обл.;994599;3035;2416;47;1;17;13
10.11.2020;Воронежская обл.;2333768;28106;26037;374;2;307;365
19.01.2021;Мурманская обл.;753557;40721;36308;750;7;244;295
01.01.2021;Владимирская обл.;1378337;18739;16931;510;9;176;172
31.08.2020;ХМАО – Югра;1655074;19609;18388;166;1;66;85
05.09.2020;Еврейская АО;162014;663;577;9;0;8;0
29.04.2021;Пермский край;2623122;54348;49157;2161;5;104;119
31.12.2020;Москва;12506468;809769;627368;11209;73;6566;6076
18.10.2020;Ярославская обл.;1265684;9951;9109;52;0;107;9
09.02.2021;Марий Эл;682333;11051;9761;158;1;43;40
07.07.2020;Коми;840873;3866;2022;35;0;104;50
17.07.2020;Тамбовская обл.;1033552;5443;4160;30;2;42;84
09.08.2020;Челябинская обл.;3493036;12093;7615;95;0;94;29
24.12.2020;Волгоградская обл.;2521276;33492;31773;422;3;277;279
06.12.2020;Рязанская обл.;1121474;14786;13185;98;0;123;131
27.02.2021;Дагестан;3063885;29740;27457;1342;3;43;50
26.10.2020;Костромская обл.;643324;6781;4502;96;0;102;2
04.05.2020;Краснодарский край;5603420;1340;409;21;1;96;37
23.01.2021;Адыгея;453376;12638;10710;113;2;58;69
20.04.2020;Липецкая обл.;1150201;169;60;1;0;20;12
04.11.2020;Бурятия;984511;12276;10094;169;7;237;180
08.09.2020;Сахалинская обл.;490181;4808;2991;0;0;46;105
08.07.2020;Алтай;218063;936;449;1;0;45;32
17.02.2021;Тюменская обл.;1498779;30329;28501;268;2;98;112
21.10.2020;Калмыкия;275413;8133;4934;90;4;92;40
12.05.2020;Кемеровская обл.;2694877;260;80;7;0;9;1
05.04.2020;Оренбургская обл.;1977720;12;1;1;0;0;0
01.09.2020;Ивановская обл.;1014646;7433;6156;119;1;36;46
15.01.2021;Башкортостан;4063293;21569;16188;162;1;167;77
22.10.2020;Саха (Якутия);964330;12030;7948;106;0;176;64
06.02.2021;Крым;1913731;33287;28555;806;7;155;200
21.01.2021;Марий Эл;682333;10218;8881;145;3;45;44
14.02.2021;Москва;12506468;956178;869869;14348;58;1559;2089
13.07.2020;Карелия;622484;1738;894;3;0;15;4
01.06.2020;Ямало-Ненецкий АО;538547;2415;984;10;1;40;9
03.02.2021;Липецкая обл.;1150201;21374;17395;380;4;145;163
25.12.2020;Свердловская обл.;4325256;56162;48484;1409;16;403;406
04.05.2020;Тюменская обл.;1498779;561;184;3;0;66;23
12.09.2020;Ингушетия;488043;4814;4214;77;0;41;19
25.10.2020;Удмуртия;1513044;8137;6121;132;0;124;134
06.06.2020;Башкортостан;4063293;3832;1322;18;0;105;36
28.01.2021;Нижегородская обл.;3234752;83029;75132;2077;15;469;477
03.04.2021;Рязанская обл.;1121474;26472;24536;376;2;50;58
03.03.2021;Оренбургская обл.;1977720;37829;35092;620;5;75;126
20.01.2021;Красноярский край;2876497;52920;48700;2060;25;326;345
15.12.2020;Санкт-Петербург;5351935;182022;102497;6460;72;3765;1886
28.02.2021;Забайкальский край;1072806;38626;36909;530;2;103;60
06.04.2020;Мордовия;805056;6;2;0;0;1;0
02.09.2020;Тверская обл.;1283873;5455;4213;196;1;23;13
12.12.2020;Пермский край;2623122;24385;18542;824;16;314;373
06.09.2020;Калмыкия;275413;4740;2897;56;0;85;12
11.01.2021;Дагестан;3063885;25205;21852;1156;3;158;153
23.04.2021;Магаданская обл.;144091;8313;8153;99;0;5;5
10.07.2020;Архангельская обл.;1111031;6759;3800;86;3;112;115
29.08.2020;Московская обл.;7503385;67912;51314;1182;4;163;148
21.12.2020;Бурятия;984511;23754;21326;542;4;211;84
07.02.2021;Адыгея;453376;13311;11458;128;2;35;34
29.06.2020;Ростовская обл.;4220452;9517;5516;120;3;97;34
10.09.2020;Сахалинская обл.;490181;4892;3171;0;0;41;67
28.10.2020;Костромская обл.;643324;6991;4657;108;12;106;41
02.05.2020;Краснодарский край;5603420;1162;319;20;0;79;42
27.05.2020;Марий Эл;682333;1602;1217;10;0;43;62
17.04.2020;Москва;12506468;18105;1517;127;14;1959;123
20.09.2020;Орловская обл.;747247;8025;6367;122;0;50;2
26.12.2020;Волгоградская обл.;2521276;34052;32317;433;6;281;282
26.06.2020;Тульская обл.;1491855;6382;5259;93;3;80;159
07.08.2020;Челябинская обл.;3493036;11912;7467;95;0;89;120
19.07.2020;Тамбовская обл.;1033552;5524;4248;30;0;40;32
01.03.2021;Чукотский АО;49348;694;648;5;0;3;0
30.08.2020;Ивановская обл.;1014646;7360;6105;118;0;39;0
10.05.2020;Кемеровская обл.;2694877;233;72;6;0;19;11
07.04.2020;Оренбургская обл.;1977720;14;1;1;0;0;0
01.04.2020;Удмуртия;1513044;4;3;0;0;0;3
27.11.2020;Брянская обл.;1210982;16862;13916;121;3;141;181
20.08.2020;Алтайский край;2350080;10968;9366;108;1;81;109
06.05.2020;Крым;1913731;128;40;0;0;17;1
26.02.2021;Севастополь;436670;11829;10710;486;4;65;98
12.02.2021;Саратовская обл.;2462950;46075;40882;594;4;232;253
01.11.2020;Мордовия;805056;8323;6968;51;0;69;64
13.01.2021;Псковская обл.;636546;26284;14308;108;1;245;327
20.04.2020;Алтай;218063;4;0;0;0;2;0
27.12.2020;Северная Осетия;701765;11661;10335;97;4;88;70
08.04.2021;Вологодская обл.;1176689;43389;40436;926;3;81;78
19.03.2020;Ненецкий АО;43997;0;0;0;0;0;0
10.06.2020;Омская обл.;1960081;1930;968;18;0;79;210
08.10.2020;Калининградская обл.;994599;4903;3498;85;2;63;5
13.12.2020;Камчатский край;315557;8688;7661;82;0;82;80
21.04.2020;Коми;840873;507;21;3;0;16;0
18.06.2020;Дагестан;3063885;6927;4824;338;3;90;22
24.04.2020;Курская обл.;1115237;345;36;3;0;37;9
20.10.2020;Ярославская обл.;1265684;10157;9218;54;2;102;99
08.09.2020;Хакасия;537513;3611;3215;47;0;28;19
10.04.2021;Томская обл.;1078280;31636;30616;372;3;22;38
10.05.2020;Адыгея;453376;224;173;7;0;4;33
12.11.2020;Воронежская обл.;2333768;28723;26748;394;12;309;350
17.03.2021;Ненецкий АО;43997;1062;983;4;0;1;3
03.01.2021;Владимирская обл.;1378337;19088;17093;521;3;175;83
17.01.2021;Мурманская обл.;753557;40236;35978;735;7;247;211
27.07.2020;Карачаево-Черкессия;466305;4397;2953;20;0;19;72
28.04.2020;Иркутская обл.;2404195;95;33;4;0;8;8
23.07.2020;Вологодская обл.;1176689;2192;1723;19;0;27;30
30.12.2020;Приморский край;1913037;29048;20734;372;4;238;221
20.03.2021;Бурятия;984511;35354;33556;756;4;63;107
14.12.2020;Пермский край;2623122;25019;19081;861;20;316;252
11.04.2020;Ростовская обл.;4220452;38;2;0;0;9;0
21.12.2020;Смоленская обл.;949348;15451;11589;307;0;153;95
25.11.2020;Новосибирская обл.;2788849;21785;17617;711;7;179;170
09.06.2020;Московская обл.;7503385;45722;12672;590;12;739;641
31.08.2020;Тверская обл.;1283873;5407;4184;193;2;24;0
19.03.2020;Архангельская обл.;1111031;1;0;0;0;0;0
22.09.2020;Ямало-Ненецкий АО;538547;14594;13290;99;0;68;21
05.04.2021;Рязанская обл.;1121474;26572;24646;383;4;49;53
12.02.2021;Хабаровский край;1328302;47139;43383;267;1;165;246
10.01.2021;Кабардино-Балкария;865828;16815;15165;281;2;97;131
04.06.2020;Башкортостан;4063293;3608;1249;18;0;107;57
27.03.2021;Тамбовская обл.;1033552;29046;26600;400;2;93;93
25.04.2021;Челябинская обл.;3493036;58350;53943;1398;5;110;115
14.04.2021;Удмуртия;1513044;31732;28329;781;1;70;76
02.05.2020;Тюменская обл.;1498779;458;140;3;0;16;31
24.04.2020;Татарстан;3894284;426;37;0;0;14;4
05.02.2021;Липецкая обл.;1150201;21662;17738;383;2;145;175
31.08.2020;Чувашия;1231117;7774;6426;70;0;31;25
30.04.2020;Иркутская обл.;2404195;105;39;4;0;4;2
15.03.2021;Ненецкий АО;43997;1060;973;3;0;0;4
08.04.2021;Томская обл.;1078280;31594;30548;369;0;23;33
08.01.2021;Ставропольский край;2800674;37027;33232;784;7;241;72
26.04.2020;Курская обл.;1115237;456;38;4;0;67;0
16.01.2021;Новгородская обл.;606476;21462;16151;105;5;182;365
20.03.2021;Архангельская обл.;1111031;58785;54099;782;5;88;120
09.08.2020;Магаданская обл.;144091;1501;1141;14;0;17;13
19.12.2020;Пензенская обл.;1331655;23679;19516;289;3;194;120
21.03.2020;Ненецкий АО;43997;0;0;0;0;0;0
29.03.2020;Тыва;321722;0;0;0;0;0;0
20.02.2021;Астраханская обл.;1017514;27393;18372;541;4;126;279
08.06.2020;Омская обл.;1960081;1776;689;18;0;58;5
15.04.2021;Мордовия;805056;19592;17599;225;1;35;36
15.03.2021;Ростовская обл.;4220452;76979;68218;3315;7;248;350
27.11.2020;Белгородская обл.;1549876;15700;14156;85;0;164;290
15.01.2021;Псковская обл.;636546;26757;14579;110;2;274;81
26.04.2020;Ярославская обл.;1265684;384;23;2;0;42;0
28.02.2021;Севастополь;436670;11951;10945;493;3;60;126
28.02.2021;Курганская обл.;845537;17640;15687;305;0;71;74
30.03.2020;Тамбовская обл.;1033552;3;0;0;0;0;0
07.11.2020;Ульяновская обл.;1246618;22269;17875;279;10;212;292
29.11.2020;Брянская обл.;1210982;17145;14385;124;0;140;265
18.08.2020;Алтайский край;2350080;10802;9143;107;8;91;184
24.11.2020;Ленинградская обл.;1813816;15702;10068;131;0;204;247
24.09.2020;Краснодарский край;5603420;13408;10330;262;6;95;36
27.02.2021;Чукотский АО;49348;690;644;5;0;1;0
16.06.2020;Калининградская обл.;994599;2124;1042;32;1;12;56
20.05.2020;Сахалинская обл.;490181;57;29;0;0;1;0
23.02.2021;Татарстан;3894284;17712;14232;320;4;56;13
24.06.2020;Тульская обл.;1491855;6220;5019;89;3;83;240
22.09.2020;Орловская обл.;747247;8128;6475;123;1;52;81
25.06.2020;Оренбургская обл.;1977720;3439;2597;15;0;62;16
02.10.2020;Кемеровская обл.;2694877;10171;7442;110;4;167;83
12.06.2020;Ивановская обл.;1014646;3228;1348;27;2;98;41
04.04.2020;Карачаево-Черкессия;466305;0;0;0;0;0;0
24.04.2020;Иркутская обл.;2404195;80;23;3;0;5;2
21.02.2021;Астраханская обл.;1017514;27518;18665;545;4;125;293
18.12.2020;Пензенская обл.;1331655;23485;19396;286;3;195;111
21.03.2021;Архангельская обл.;1111031;58872;54214;789;7;87;115
08.08.2020;Магаданская обл.;144091;1484;1128;14;0;20;15
15.01.2021;Новгородская обл.;606476;21280;15786;100;0;188;252
13.03.2021;Ненецкий АО;43997;1057;969;3;0;4;1
27.04.2020;Ярославская обл.;1265684;409;26;3;1;25;3
06.04.2021;Томская обл.;1078280;31544;30480;363;0;30;31
26.11.2020;Белгородская обл.;1549876;15536;13866;85;0;171;129
14.03.2021;Ростовская обл.;4220452;76731;67868;3308;1;245;352
04.01.2021;Калмыкия;275413;15163;12636;200;0;95;80
09.01.2021;Чечня;1436981;9565;5808;96;0;80;0
28.04.2020;Курская обл.;1115237;590;46;4;0;65;0
07.03.2021;Коми;840873;39990;38838;759;0;76;79
28.08.2020;Дагестан;3063885;10788;9525;494;5;72;46
07.08.2020;Бурятия;984511;4316;3585;42;0;29;54
26.05.2020;Хакасия;537513;836;465;10;0;23;35
24.09.2020;Адыгея;453376;3897;3356;31;0;24;26
04.02.2021;Ставропольский край;2800674;43393;38905;951;6;228;191
06.06.2020;Омская обл.;1960081;1676;664;18;0;81;59
17.01.2021;Псковская обл.;636546;27212;14944;111;0;271;115
06.03.2021;Алтай;218063;16327;16086;171;2;28;26
22.02.2021;Севастополь;436670;11567;10429;475;3;63;57
22.03.2021;Крым;1913731;37056;34031;1030;4;56;6
07.09.2020;Марий Эл;682333;4375;3880;41;0;16;0
17.10.2020;Москва;12506468;357643;272227;5906;56;4648;2001
01.12.2020;Брянская обл.;1210982;17427;14789;124;0;140;180
16.08.2020;Алтайский край;2350080;10623;8924;98;2;89;34
10.11.2020;Карелия;622484;8255;4815;63;2;320;45
11.06.2020;Ивановская обл.;1014646;3130;1307;25;0;99;69
26.06.2020;Оренбургская обл.;1977720;3499;2622;17;2;60;25
01.10.2020;Кемеровская обл.;2694877;10004;7359;106;3;162;123
25.02.2021;Чукотский АО;49348;687;641;4;0;1;5
25.11.2020;Ленинградская обл.;1813816;15908;10336;131;0;206;268
06.11.2020;Ульяновская обл.;1246618;22057;17583;269;0;209;355
02.05.2020;Калининградская обл.;994599;438;98;6;1;43;25
26.01.2021;Ингушетия;488043;13744;11975;157;1;38;127
29.03.2020;Тамбовская обл.;1033552;3;0;0;0;0;0
01.03.2021;Курганская обл.;845537;17710;15759;305;0;70;72
27.06.2020;Удмуртия;1513044;1357;998;16;1;23;29
22.06.2020;Тульская обл.;1491855;6056;4558;83;2;83;17
16.09.2020;Орловская обл.;747247;7826;6225;120;4;52;67
21.05.2020;Сахалинская обл.;490181;59;33;0;0;2;4
23.09.2020;Краснодарский край;5603420;13313;10294;256;5;94;47
28.07.2020;Чечня;1436981;2018;1343;31;0;8;8
10.04.2020;Ростовская обл.;4220452;29;2;0;0;5;1
04.07.2020;Мордовия;805056;3542;2397;27;0;37;27
20.03.2020;Архангельская обл.;1111031;1;0;0;0;0;0
10.06.2020;Московская обл.;7503385;46457;13419;622;32;735;747
09.06.2020;Калмыкия;275413;1180;697;16;0;1;66
24.11.2020;Новосибирская обл.;2788849;21606;17447;704;6;175;118
20.12.2020;Смоленская обл.;949348;15298;11494;307;0;155;81
16.12.2020;Пермский край;2623122;25666;19766;898;19;327;359
22.01.2021;Хакасия;537513;19814;18001;365;5;98;209
